orf	gene	DBD	Shown.DNA.binding	annotation.type	regulated.orf	regulated.gene	experimental.condition	regulation.direction	evidence.type
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL048W	CAM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL049C	DIG1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL081W	RPS9A	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL166W	ATG29	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL171C	OYE3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL186C	UIP4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL240C	HSP82	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL245W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL255W	BBP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL264C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL274W	SAM3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL280W	HSP32	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL283C	YRF1-7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPR028W	YOP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPR036W-A	SPO24	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPR081C	GRS2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPR082C	DIB1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPR140W	TAZ1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPR159C-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	manually curated	YBR126C	TPS1	cellular response to heat	positive	Northern assay evidence
YMR037C	MSN2	C2H2 ZF	1	manually curated	YGR088W	CTT1	cellular response to heat	positive	Northern assay evidence
YMR037C	MSN2	C2H2 ZF	1	manually curated	YMR169C	ALD3	cellular response to heat	positive	Northern assay evidence
YMR037C	MSN2	C2H2 ZF	1	manually curated	YOR161C	PNS1	cellular response to heat	positive	Northern assay evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YAL038W	CDC19	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YBL002W	HTB2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YBL003C	HTA2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YBR066C	NRG2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YBR068C	BAP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YBR072W	HSP26	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YBR073W	RDH54	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YBR101C	FES1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YBR115C	LYS2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YBR196C-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YCL025C	AGP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YCR005C	CIT2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YCR012W	PGK1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YCR021C	HSP30	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDL049C	KNH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDL124W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDL180W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDL182W	LYS20	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDR003W	RCR2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDR046C	BAP3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDR050C	TPI1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDR077W	SED1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDR152W	GIR2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDR153C	ENT5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDR155C	CPR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDR156W	RPA14	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDR214W	AHA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDR380W	ARO10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YDR508C	GNP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YEL017C-A	PMP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YEL044W	IES6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YER064C	VHR2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YER104W	RTT105	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YFL016C	MDJ1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGL035C	MIG1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGL056C	SDS23	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR035C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR044C	RME1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR055W	MUP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR060W	ERG25	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR142W	BTN2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR146C-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR161C	RTS3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR161W-C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR192C	TDH3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR197C	SNG1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR198W	YPP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR210C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR211W	ZPR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YGR244C	LSC2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YHL008C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YHR162W	MPC2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YHR179W	OYE2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YIL015W	BAR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YIR018W	YAP5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YJL034W	KAR2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YJL088W	ARG3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YJL107C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YJL133C-A	DPI8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YJL159W	HSP150	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YJR045C	SSC1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YJR046W	TAH11	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YKL037W	AIM26	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YKL060C	FBA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YKL096W	CWP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YLL024C	SSA2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YLL026W	HSP104	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YLL027W	ISA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YLL039C	UBI4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YLR108C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YLR137W	RKM5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YLR152C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YLR168C	UPS2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YLR215C	CDC123	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YLR327C	TMA10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YML100W	TSL1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YML101C	CUE4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YML130C	ERO1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YMR008C	PLB1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YMR031C	EIS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YMR056C	AAC1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YMR058W	FET3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YMR083W	ADH3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YMR122W-A	NCW1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YMR173W	DDR48	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YMR194C-B	CMC4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YMR240C	CUS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YNL006W	LST8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YNL008C	ASI3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YNL030W	HHF2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YNL031C	HHT2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YNL077W	APJ1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YNR014W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YOL086C	ADH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YOR089C	VPS21	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YOR101W	RAS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YOR136W	IDH2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YOR298C-A	MBF1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YOR302W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YPL014W	CIP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YPL015C	HST2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YPL026C	SKS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YPL061W	ALD6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YPL137C	GIP3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YPL156C	PRM4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YPL239W	YAR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YPL240C	HSP82	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YPL241C	CIN2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YPL250C	ATG41	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YNL068C	FKH2	Forkhead	1	high-throughput	YPL265W	DIP5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YAL003W	EFB1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YAL008W	FUN14	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YAL018C	LDS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YAL025C	MAK16	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YAL029C	MYO4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YAL030W	SNC1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YAL031C	GIP4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YAL043C	PTA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YAL053W	FLC2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL002W	HTB2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL003C	HTA2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL004W	UTP20	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL011W	SCT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL029C-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL034C	STU1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL040C	ERD2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL042C	FUI1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL046W	PSY4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL050W	SEC17	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL051C	PIN4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL052C	SAS3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YBR049C	REB1	MADF	1	high-throughput	YBL055C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
