annotation.type	regulated.orf	regulated.gene	experimental.condition	regulation.direction	evidence.type	regulator.orf
high-throughput	YAL018C	LDS1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YJL056C
high-throughput	YAL018C	LDS1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YAL018C	LDS1	""	""	chromatin immunoprecipitation-chip evidence	YDR146C
high-throughput	YAL018C	LDS1	""	""	chromatin immunoprecipitation-chip evidence	YJR060W
high-throughput	YAL018C	LDS1	""	""	chromatin immunoprecipitation-chip evidence	YPR199C
high-throughput	YAL018C	LDS1	""	""	microarray RNA expression level evidence	YDR310C
high-throughput	YAL018C	LDS1	""	""	microarray RNA expression level evidence	YER045C
high-throughput	YAL018C	LDS1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YAL019W	FUN30	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YAL019W	FUN30	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL170W
high-throughput	YAL019W	FUN30	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YAL019W	FUN30	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL019W	FUN30	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YAL020C	ATS1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YAL020C	ATS1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YAL020C	ATS1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YAL020C	ATS1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YAL020C	ATS1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL020C	ATS1	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YAL020C	ATS1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YAL021C	CCR4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YAL021C	CCR4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YAL021C	CCR4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YAL021C	CCR4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YAL021C	CCR4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YAL021C	CCR4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR451W
high-throughput	YAL021C	CCR4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YAL021C	CCR4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YAL021C	CCR4	cellular response to hypoxia	negative	microarray RNA expression level evidence	YKL032C
high-throughput	YAL021C	CCR4	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL021C	CCR4	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YAL022C	FUN26	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL170W
high-throughput	YAL022C	FUN26	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YAL022C	FUN26	""	""	chromatin immunoprecipitation-chip evidence	YDR216W
high-throughput	YAL023C	PMT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YAL023C	PMT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR392W
high-throughput	YAL023C	PMT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YAL023C	PMT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YHR058C
high-throughput	YAL023C	PMT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIR018W
high-throughput	YAL023C	PMT2	""	""	chromatin immunoprecipitation-chip evidence	YDR310C
high-throughput	YAL023C	PMT2	""	""	chromatin immunoprecipitation-chip evidence	YKL112W
high-throughput	YAL023C	PMT2	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YAL024C	LTE1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL170W
high-throughput	YAL024C	LTE1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YAL024C	LTE1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YAL024C	LTE1	""	""	chromatin immunoprecipitation-chip evidence	YNL068C
high-throughput	YAL024C	LTE1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YAL024C	LTE1	""	""	""	YBR160W
high-throughput	YAL025C	MAK16	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YAL025C	MAK16	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YAL025C	MAK16	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YAL025C	MAK16	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YAL025C	MAK16	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL025C	MAK16	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YAL025C	MAK16	""	""	microarray RNA expression level evidence	YPR065W
high-throughput	YAL026C	DRS2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YAL026C	DRS2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YAL026C	DRS2	""	""	chromatin immunoprecipitation-chip evidence	YJR060W
high-throughput	YAL027W	SAW1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YAL028W	FRT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YAL028W	FRT2	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL028W	FRT2	""	""	chromatin immunoprecipitation-chip evidence	YHR084W
high-throughput	YAL028W	FRT2	""	""	chromatin immunoprecipitation-chip evidence	YNL068C
high-throughput	YAL029C	MYO4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YAL029C	MYO4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YAL029C	MYO4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPL254W
high-throughput	YAL029C	MYO4	""	""	chromatin immunoprecipitation-chip evidence	YHR084W
high-throughput	YAL029C	MYO4	""	""	chromatin immunoprecipitation-chip evidence	YNL068C
high-throughput	YAL030W	SNC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YAL030W	SNC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR112C
high-throughput	YAL030W	SNC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER040W
high-throughput	YAL030W	SNC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YAL030W	SNC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YAL030W	SNC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YAL030W	SNC1	""	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YAL031C	GIP4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YAL031C	GIP4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL170W
high-throughput	YAL031C	GIP4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YAL031C	GIP4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YAL031C	GIP4	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL031C	GIP4	""	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YAL031C	GIP4	""	""	""	YBR160W
high-throughput	YAL032C	PRP45	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YAL032C	PRP45	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YAL032C	PRP45	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YAL033W	POP5	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YAL034C	FUN19	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YAL034C	FUN19	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YAL034C	FUN19	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YAL034C	FUN19	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR098C
high-throughput	YAL034C	FUN19	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YAL034C	FUN19	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL034C	FUN19	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YAL034C	FUN19	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YAL034C	FUN19	""	""	""	YBR160W
high-throughput	YAL034W-A	MTW1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL035W	FUN12	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YAL035W	FUN12	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YAL035W	FUN12	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YAL035W	FUN12	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL035W	FUN12	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL035W	FUN12	""	""	""	YBR160W
high-throughput	YAL036C	RBG1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YAL036C	RBG1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YAL036C	RBG1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YAL036C	RBG1	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL036C	RBG1	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YAL037C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YAL037C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YAL037C-A	""	""	""	chromatin immunoprecipitation-chip evidence	YER161C
high-throughput	YAL037C-A	""	""	""	chromatin immunoprecipitation-chip evidence	YOR028C
high-throughput	YAL037C-A	""	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YAL037W	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YAL037W	""	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL037W	""	""	""	chromatin immunoprecipitation-chip evidence	YER161C
high-throughput	YAL037W	""	""	""	chromatin immunoprecipitation-chip evidence	YOR028C
high-throughput	YAL038W	CDC19	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR081C
high-throughput	YAL038W	CDC19	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR392W
high-throughput	YAL038W	CDC19	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR104C
high-throughput	YAL038W	CDC19	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YAL038W	CDC19	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL068C
high-throughput	YAL038W	CDC19	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR104C
high-throughput	YAL038W	CDC19	cellular response to hypoxia	negative	microarray RNA expression level evidence	YKL032C
high-throughput	YAL038W	CDC19	""	positive	microarray RNA expression level evidence	YKL032C
high-throughput	YAL038W	CDC19	""	""	chromatin immunoprecipitation-chip evidence	YHR084W
high-throughput	YAL038W	CDC19	""	""	chromatin immunoprecipitation-chip evidence	YNL199C
high-throughput	YAL038W	CDC19	""	""	chromatin immunoprecipitation-chip evidence	YOR344C
high-throughput	YAL038W	CDC19	""	""	chromatin immunoprecipitation-chip evidence	YPL075W
high-throughput	YAL038W	CDC19	""	""	chromatin immunoprecipitation-chip evidence	YPR065W
high-throughput	YAL038W	CDC19	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YAL038W	CDC19	""	""	microarray RNA expression level evidence	YGL073W
high-throughput	YAL038W	CDC19	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YAL038W	CDC19	""	""	microarray RNA expression level evidence	YNL199C
high-throughput	YAL038W	CDC19	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YAL038W	CDC19	""	""	microarray RNA expression level evidence	YNL236W
high-throughput	YAL038W	CDC19	""	""	microarray RNA expression level evidence	YOL004W
high-throughput	YAL038W	CDC19	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YAL038W	CDC19	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YAL038W	CDC19	""	""	""	YBR160W
high-throughput	YAL039C	CYC3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YAL039C	CYC3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR104C
high-throughput	YAL039C	CYC3	cellular response to hydrogen peroxide	""	microarray RNA expression level evidence	YDR423C
high-throughput	YAL039C	CYC3	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL039C	CYC3	""	""	chromatin immunoprecipitation-chip evidence	YHR084W
high-throughput	YAL039C	CYC3	""	""	chromatin immunoprecipitation-chip evidence	YNL199C
high-throughput	YAL039C	CYC3	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YAL039C	CYC3	""	""	chromatin immunoprecipitation-chip evidence	YOR344C
high-throughput	YAL039C	CYC3	""	""	chromatin immunoprecipitation-chip evidence	YPL075W
high-throughput	YAL039C	CYC3	""	""	chromatin immunoprecipitation-chip evidence	YPR065W
high-throughput	YAL040C	CLN3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL170W
high-throughput	YAL040C	CLN3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YAL040C	CLN3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YAL040C	CLN3	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YAL040C	CLN3	""	""	chromatin immunoprecipitation-chip evidence	YKL043W
high-throughput	YAL040C	CLN3	""	""	chromatin immunoprecipitation-chip evidence	YMR043W
high-throughput	YAL040C	CLN3	""	""	chromatin immunoprecipitation-chip evidence	YNL103W
high-throughput	YAL040C	CLN3	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YAL040C	CLN3	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YAL040C	CLN3	""	""	microarray RNA expression level evidence	YNL236W
high-throughput	YAL040C	CLN3	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YAL041W	CDC24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YAL041W	CDC24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YAL041W	CDC24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YAL041W	CDC24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL330C
high-throughput	YAL041W	CDC24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YAL041W	CDC24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YAL041W	CDC24	""	""	chromatin immunoprecipitation-chip evidence	YKL112W
high-throughput	YAL042C-A	""	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YAL042W	ERV46	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
